year,country_code,metric_code,group,standard,score_wrt_immediate_duty,score_wrt_global_best,average_immediate_duty_wrt_global_best
2008,AGO,Education,All,Core,40.51877267,40.09622592,96.14914152
2009,AGO,Education,All,Core,40.50274464,40.05304785,96.09143659
2010,AGO,Education,All,Core,37.91202499,37.42794341,96.08281459
2011,AGO,Education,All,Core,39.37291679,38.8888352,96.08281459
2012,AGO,Education,All,Core,39.37291679,38.8888352,96.08281459
2013,AGO,Education,All,Core,39.37291679,38.8888352,96.08281459
2014,AGO,Education,All,Core,39.37291679,38.8888352,96.08281459
2015,AGO,Education,All,Core,39.37291679,38.8888352,96.08281459
2016,AGO,Education,All,Core,39.37291679,38.8888352,96.08281459
2008,AGO,Education,Female,Core,36.86776206,36.47151929,96.14914152
2009,AGO,Education,Female,Core,36.62107924,36.19732623,96.09143659
2010,AGO,Education,Female,Core,32.24122597,31.81338333,96.08281459
2011,AGO,Education,Female,Core,31.38775564,30.959913,96.08281459
2012,AGO,Education,Female,Core,31.38775564,30.959913,96.08281459
2013,AGO,Education,Female,Core,31.38775564,30.959913,96.08281459
2014,AGO,Education,Female,Core,31.38775564,30.959913,96.08281459
2015,AGO,Education,Female,Core,31.38775564,30.959913,96.08281459
2016,AGO,Education,Female,Core,31.38775564,30.959913,96.08281459
2008,AGO,Education,Male,Core,44.2886334,43.83949521,96.14914152
2009,AGO,Education,Male,Core,44.51681205,44.04094806,96.09143659
2010,AGO,Education,Male,Core,44.05826344,43.51595383,96.08281459
2011,AGO,Education,Male,Core,48.24131417,47.69900456,96.08281459
2012,AGO,Education,Male,Core,48.24131417,47.69900456,96.08281459
2013,AGO,Education,Male,Core,48.24131417,47.69900456,96.08281459
2014,AGO,Education,Male,Core,48.24131417,47.69900456,96.08281459
2015,AGO,Education,Male,Core,48.24131417,47.69900456,96.08281459
2016,AGO,Education,Male,Core,48.24131417,47.69900456,96.08281459
2006,ALB,Education,All,Core,79.49234749,76.74877255,96.30468595
2007,ALB,Education,All,Core,79.49234749,76.74877255,96.30468595
2008,ALB,Education,All,Core,77.88425425,75.14067931,96.30468595
2009,ALB,Education,All,Core,76.92177884,74.1782039,96.30468595
2010,ALB,Education,All,Core,73.91413878,71.17056384,96.30468595
2011,ALB,Education,All,Core,74.5780449,71.83446996,96.30468595
2013,ALB,Education,All,Core,87.69985639,86.16448804,98.23620172
2014,ALB,Education,All,Core,90.05398179,88.5456166,98.29000349
2015,ALB,Education,All,Core,89.72847214,88.26868384,98.3565356
2016,ALB,Education,All,Core,89.58915543,88.21309423,98.44636066
2006,ALB,Education,Female,Core,78.98211837,76.29588208,96.30468595
2007,ALB,Education,Female,Core,78.98211837,76.29588208,96.30468595
2008,ALB,Education,Female,Core,76.80322792,74.11699164,96.30468595
2009,ALB,Education,Female,Core,75.51870425,72.83246797,96.30468595
2010,ALB,Education,Female,Core,72.93783073,70.25159445,96.30468595
2011,ALB,Education,Female,Core,73.66384259,70.97760631,96.30468595
2013,ALB,Education,Female,Core,87.30487194,85.76794496,98.23620172
2014,ALB,Education,Female,Core,89.41808874,87.92329694,98.29000349
2015,ALB,Education,Female,Core,88.47713617,87.03341239,98.3565356
2016,ALB,Education,Female,Core,88.44672724,87.08695642,98.44636066
2006,ALB,Education,Male,Core,80.01027835,77.21016388,96.30468595
2007,ALB,Education,Male,Core,80.01027835,77.21016388,96.30468595
2008,ALB,Education,Male,Core,78.93527672,76.13516226,96.30468595
2009,ALB,Education,Male,Core,78.27648379,75.47636932,96.30468595
2010,ALB,Education,Male,Core,74.86477097,72.06465651,96.30468595
2011,ALB,Education,Male,Core,75.46999773,72.66988326,96.30468595
2013,ALB,Education,Male,Core,88.06230879,86.52839393,98.23620172
2014,ALB,Education,Male,Core,90.64704836,89.12589042,98.29000349
2015,ALB,Education,Male,Core,90.89773125,89.42265807,98.3565356
2016,ALB,Education,Male,Core,90.66240245,89.27076216,98.44636066
2009,ALB,Education,All,HiY,50.65774874,42.99120032,78.43857588
2010,ALB,Education,All,HiY,50.65774874,42.99120032,78.43857588
2011,ALB,Education,All,HiY,50.65774874,42.99120032,78.43857588
2013,ALB,Education,All,HiY,60.12675531,53.29257308,82.29908051
2014,ALB,Education,All,HiY,60.70660214,53.89942308,82.35288228
2015,ALB,Education,All,HiY,63.07348313,55.97502583,83.55464463
2016,ALB,Education,All,HiY,62.94665102,55.93192083,83.6444697
2009,ALB,Education,Female,HiY,52.22677601,43.76409897,78.43857588
2010,ALB,Education,Female,HiY,52.22677601,43.76409897,78.43857588
2011,ALB,Education,Female,HiY,52.22677601,43.76409897,78.43857588
2013,ALB,Education,Female,HiY,61.09002528,53.97667706,82.29908051
2014,ALB,Education,Female,HiY,61.22880511,54.15759206,82.35288228
2015,ALB,Education,Female,HiY,66.28358446,58.16751226,83.55464463
2016,ALB,Education,Female,HiY,66.12122649,58.08910726,83.6444697
2009,ALB,Education,Male,HiY,48.79562648,42.01022446,78.43857588
2010,ALB,Education,Male,HiY,48.79562648,42.01022446,78.43857588
2011,ALB,Education,Male,HiY,48.79562648,42.01022446,78.43857588
2013,ALB,Education,Male,HiY,59.49949783,52.85438584,82.29908051
2014,ALB,Education,Male,HiY,60.4946059,53.86225084,82.35288228
2015,ALB,Education,Male,HiY,60.5973976,54.32093051,83.55464463
2016,ALB,Education,Male,HiY,60.50691972,54.31388551,83.6444697
2016,ARE,Education,All,Core,83.57320402,83.57320402,100
2016,ARE,Education,Female,Core,80.26969332,80.26969332,100
2016,ARE,Education,Male,Core,86.89062932,86.89062932,100
2016,ARE,Education,All,HiY,59.99240973,59.24501597,98.04759332
2016,ARE,Education,Female,HiY,60.16439984,59.36079965,98.04759332
2016,ARE,Education,Male,HiY,58.73129793,58.08473137,98.04759332
2006,ARG,Education,All,Core,89.44398981,88.84344322,99.25219762
2007,ARG,Education,All,Core,89.50469322,89.00745985,99.3799522
2008,ARG,Education,All,Core,89.84858938,89.38291094,99.42706425
2009,ARG,Education,All,Core,91.0129888,90.43712858,99.31084809
2010,ARG,Education,All,Core,91.14490127,90.67795175,99.45019761
2011,ARG,Education,All,Core,91.781535,91.37076873,99.5226206
2012,ARG,Education,All,Core,92.94290967,92.49435288,99.49153761
2013,ARG,Education,All,Core,93.58352727,93.14857314,99.511461
2014,ARG,Education,All,Core,94.14348804,93.6592708,99.45724559
2015,ARG,Education,All,Core,94.35389894,93.89134559,99.48301827
2016,ARG,Education,All,Core,94.35389894,93.89134559,99.48301827
2006,ARG,Education,Female,Core,91.08125586,90.44965297,99.25219762
2007,ARG,Education,Female,Core,91.44851772,90.92348713,99.3799522
2008,ARG,Education,Female,Core,91.87421341,91.3808526,99.42706425
2009,ARG,Education,Female,Core,92.90867624,92.3011756,99.31084809
2010,ARG,Education,Female,Core,92.12611298,91.63775121,99.45019761
2011,ARG,Education,Female,Core,92.87899027,92.44872453,99.5226206
2012,ARG,Education,Female,Core,93.76345069,93.29682036,99.49153761
2013,ARG,Education,Female,Core,94.37161991,93.9217493,99.511461
2014,ARG,Education,Female,Core,95.20373479,94.70486841,99.45724559
2015,ARG,Education,Female,Core,95.32695422,94.85189638,99.48301827
2016,ARG,Education,Female,Core,95.32695422,94.85189638,99.48301827
2006,ARG,Education,Male,Core,87.85886427,87.28841519,99.25219762
2007,ARG,Education,Male,Core,87.62288093,87.15256889,99.3799522
2008,ARG,Education,Male,Core,87.88945316,87.45056981,99.42706425
2009,ARG,Education,Male,Core,89.1805484,88.63529983,99.31084809
2010,ARG,Education,Male,Core,90.20706633,89.7608252,99.45019761
2011,ARG,Education,Male,Core,90.73056427,90.33866077,99.5226206
2012,ARG,Education,Male,Core,92.15987391,91.72880279,99.49153761
2013,ARG,Education,Male,Core,92.82737924,92.40685643,99.511461
2014,ARG,Education,Male,Core,93.11863569,92.6485898,99.45724559
2015,ARG,Education,Male,Core,93.41325564,92.96279685,99.48301827
2016,ARG,Education,Male,Core,93.41325564,92.96279685,99.48301827
2015,ARG,Education,All,HiY,61.19360521,58.21312493,91.95039573
2016,ARG,Education,All,HiY,61.19360521,58.21312493,91.95039573
2015,ARG,Education,Female,HiY,61.29587025,58.53135502,91.95039573
2016,ARG,Education,Female,HiY,61.29587025,58.53135502,91.95039573
2015,ARG,Education,Male,HiY,61.29858613,58.11303205,91.95039573
2016,ARG,Education,Male,HiY,61.29858613,58.11303205,91.95039573
2006,ARM,Education,All,Core,89.61544761,86.05434108,96.25385819
2007,ARM,Education,All,Core,92.1033687,89.08622359,96.86342281
2008,ARM,Education,All,Core,88.5626296,86.03472518,97.16318968
2009,ARM,Education,All,Core,91.84803371,88.557518,96.56097371
2010,ARM,Education,All,Core,91.84803371,88.557518,96.56097371
2011,ARM,Education,All,Core,91.84803371,88.557518,96.56097371
2012,ARM,Education,All,Core,91.84803371,88.557518,96.56097371
2013,ARM,Education,All,Core,91.84803371,88.557518,96.56097371
2014,ARM,Education,All,Core,91.84803371,88.557518,96.56097371
2015,ARM,Education,All,Core,91.27106305,87.98054734,96.56097371
2016,ARM,Education,All,Core,90.84874716,87.55823145,96.56097371
2007,ARM,Education,Female,Core,98.31857631,96.78819224,96.86342281
2008,ARM,Education,Female,Core,96.37992477,93.65310618,97.16318968
2009,ARM,Education,Female,Core,98.31857631,97.01377055,96.56097371
2010,ARM,Education,Female,Core,98.31857631,97.01377055,96.56097371
2011,ARM,Education,Female,Core,98.31857631,97.01377055,96.56097371
2012,ARM,Education,Female,Core,98.31857631,97.01377055,96.56097371
2013,ARM,Education,Female,Core,98.31857631,97.01377055,96.56097371
2014,ARM,Education,Female,Core,98.31857631,97.01377055,96.56097371
2015,ARM,Education,Female,Core,93.95070577,92.64590001,96.56097371
2016,ARM,Education,Female,Core,93.24122466,91.9364189,96.56097371
2007,ARM,Education,Male,Core,85.64507416,82.82122496,96.86342281
2008,ARM,Education,Male,Core,82.30616519,79.94163207,97.16318968
2009,ARM,Education,Male,Core,84.92509049,81.87846831,96.56097371
2010,ARM,Education,Male,Core,84.92509049,81.87846831,96.56097371
2011,ARM,Education,Male,Core,84.92509049,81.87846831,96.56097371
2012,ARM,Education,Male,Core,84.92509049,81.87846831,96.56097371
2013,ARM,Education,Male,Core,84.92509049,81.87846831,96.56097371
2014,ARM,Education,Male,Core,84.92509049,81.87846831,96.56097371
2015,ARM,Education,Male,Core,87.27474167,84.22811949,96.56097371
2016,ARM,Education,Male,Core,87.0999233,84.05330113,96.56097371
2007,ATG,Education,All,Core,72.79282036,72.42001537,99.46629777
2008,ATG,Education,All,Core,74.29004024,73.91723525,99.46629777
2009,ATG,Education,All,Core,82.92088678,82.58551681,99.61524291
2010,ATG,Education,All,Core,67.99253053,67.58057201,99.49058333
2011,ATG,Education,All,Core,66.46523837,66.05327985,99.49058333
2012,ATG,Education,All,Core,66.80083604,66.35760579,99.47746652
2013,ATG,Education,All,Core,66.80083604,66.35760579,99.47746652
2014,ATG,Education,All,Core,60.64212197,60.28753081,99.51843028
2015,ATG,Education,All,Core,64.78380164,64.45446428,99.56114733
2016,ATG,Education,All,Core,64.78380164,64.45446428,99.56114733
2007,ATG,Education,Female,Core,70.96013585,70.60109444,99.46629777
2008,ATG,Education,Female,Core,72.90034726,72.54130585,99.46629777
2009,ATG,Education,Female,Core,80.34104255,80.01110933,99.61524291
2010,ATG,Education,Female,Core,64.87726743,64.46675475,99.49058333
2011,ATG,Education,Female,Core,64.73387395,64.32336127,99.49058333
2012,ATG,Education,Female,Core,67.72176622,67.26362157,99.47746652
2013,ATG,Education,Female,Core,67.72176622,67.26362157,99.47746652
2014,ATG,Education,Female,Core,60.57916924,60.21755556,99.51843028
2015,ATG,Education,Female,Core,65.19887759,64.86323303,99.56114733
2016,ATG,Education,Female,Core,65.19887759,64.86323303,99.56114733
2007,ATG,Education,Male,Core,74.79691227,74.40847353,99.46629777
2008,ATG,Education,Male,Core,75.85260967,75.46417094,99.46629777
2009,ATG,Education,Male,Core,85.55650905,85.21537414,99.61524291
2010,ATG,Education,Male,Core,71.27783514,70.86437912,99.49058333
2011,ATG,Education,Male,Core,68.2496766,67.83622058,99.49058333
2012,ATG,Education,Male,Core,65.89127315,65.46288824,99.47746652
2013,ATG,Education,Male,Core,65.89127315,65.46288824,99.47746652
2014,ATG,Education,Male,Core,60.73950282,60.39178119,99.51843028
2015,ATG,Education,Male,Core,64.38559967,64.06244024,99.56114733
2016,ATG,Education,Male,Core,64.38559967,64.06244024,99.56114733
2006,AUS,Education,All,Core,82.90950636,82.90950636,100
2007,AUS,Education,All,Core,84.15083265,84.15083265,100
2008,AUS,Education,All,Core,84.48548149,84.48548149,100
2009,AUS,Education,All,Core,85.39387238,85.39387238,100
2010,AUS,Education,All,Core,85.88977397,85.88977397,100
2011,AUS,Education,All,Core,87.15605035,87.15605035,100
2012,AUS,Education,All,Core,86.89072239,86.89072239,100
2013,AUS,Education,All,Core,86.54670216,86.54670216,100
2014,AUS,Education,All,Core,85.83312768,85.83312768,100
2015,AUS,Education,All,Core,90.23011238,90.23011238,100
2016,AUS,Education,All,Core,89.17175934,89.17175934,100
2006,AUS,Education,Female,Core,86.2085641,86.2085641,100
2007,AUS,Education,Female,Core,87.19799962,87.19799962,100
2008,AUS,Education,Female,Core,87.42584082,87.42584082,100
2009,AUS,Education,Female,Core,87.75040733,87.75040733,100
2010,AUS,Education,Female,Core,87.96595899,87.96595899,100
2011,AUS,Education,Female,Core,89.05086046,89.05086046,100
2012,AUS,Education,Female,Core,88.6743561,88.6743561,100
2013,AUS,Education,Female,Core,88.27749506,88.27749506,100
2014,AUS,Education,Female,Core,87.64684122,87.64684122,100
2015,AUS,Education,Female,Core,91.33984122,91.33984122,100
2016,AUS,Education,Female,Core,90.19254107,90.19254107,100
2006,AUS,Education,Male,Core,79.9087901,79.9087901,100
2007,AUS,Education,Male,Core,81.36580143,81.36580143,100
2008,AUS,Education,Male,Core,81.78959586,81.78959586,100
2009,AUS,Education,Male,Core,83.21927446,83.21927446,100
2010,AUS,Education,Male,Core,83.9663694,83.9663694,100
2011,AUS,Education,Male,Core,85.39784347,85.39784347,100
2012,AUS,Education,Male,Core,85.23532591,85.23532591,100
2013,AUS,Education,Male,Core,84.94077465,84.94077465,100
2014,AUS,Education,Male,Core,84.15138039,84.15138039,100
2015,AUS,Education,Male,Core,89.1918877,89.1918877,100
2016,AUS,Education,Male,Core,88.21425044,88.21425044,100
2006,AUS,Education,All,HiY,82.60247596,79.78125676,96.61381266
2007,AUS,Education,All,HiY,82.51418321,79.69296401,96.61381266
2008,AUS,Education,All,HiY,82.66828859,79.84706938,96.61381266
2009,AUS,Education,All,HiY,82.98112551,80.31314987,96.77298139
2010,AUS,Education,All,HiY,82.98112551,80.31314987,96.77298139
2011,AUS,Education,All,HiY,82.98112551,80.31314987,96.77298139
2012,AUS,Education,All,HiY,81.00272101,78.55026031,96.89226628
2013,AUS,Education,All,HiY,81.00272101,78.55026031,96.89226628
2014,AUS,Education,All,HiY,81.00272101,78.55026031,96.89226628
2015,AUS,Education,All,HiY,83.04054197,80.81292243,96.97997635
2016,AUS,Education,All,HiY,82.68583777,80.45821823,96.97997635
2006,AUS,Education,Female,HiY,84.99276189,82.10674078,96.61381266
2007,AUS,Education,Female,HiY,84.91207795,82.02605684,96.61381266
2008,AUS,Education,Female,HiY,85.09429458,82.20827348,96.61381266
2009,AUS,Education,Female,HiY,85.73620474,82.96768705,96.77298139
2010,AUS,Education,Female,HiY,85.73620474,82.96768705,96.77298139
2011,AUS,Education,Female,HiY,85.73620474,82.96768705,96.77298139
2012,AUS,Education,Female,HiY,83.28336059,80.77287273,96.89226628
2013,AUS,Education,Female,HiY,83.28336059,80.77287273,96.89226628
2014,AUS,Education,Female,HiY,83.28336059,80.77287273,96.89226628
2015,AUS,Education,Female,HiY,84.40425321,82.11400533,96.97997635
2016,AUS,Education,Female,HiY,84.03309093,81.74284306,96.97997635
2006,AUS,Education,Male,HiY,80.47773675,77.71249925,96.61381266
2007,AUS,Education,Male,HiY,80.38519087,77.61995337,96.61381266
2008,AUS,Education,Male,HiY,80.51402017,77.74878267,96.61381266
2009,AUS,Education,Male,HiY,80.84075906,78.23286286,96.77298139
2010,AUS,Education,Male,HiY,80.84075906,78.23286286,96.77298139
2011,AUS,Education,Male,HiY,80.84075906,78.23286286,96.77298139
2012,AUS,Education,Male,HiY,79.2360021,76.82325381,96.89226628
2013,AUS,Education,Male,HiY,79.2360021,76.82325381,96.89226628
2014,AUS,Education,Male,HiY,79.2360021,76.82325381,96.89226628
2015,AUS,Education,Male,HiY,82.32983131,80.11868276,96.97997635
2016,AUS,Education,Male,HiY,81.99040723,79.77925868,96.97997635
2009,BDI,Education,All,Core,75.01686697,49.84770012,53.22430125
2010,BDI,Education,All,Core,79.90764353,56.302805,53.65704505
2011,BDI,Education,All,Core,82.22303094,57.149845,54.03485937
2012,BDI,Education,All,Core,84.14721675,57.90417,54.38365285
2013,BDI,Education,All,Core,88.02050324,59.39911,54.94782302
2014,BDI,Education,All,Core,94.29774626,61.701465,55.5167136
2015,BDI,Education,All,Core,100,63.203575,52.87497112
2016,BDI,Education,All,Core,100,64.897495,51.41144565
2009,BDI,Education,Female,Core,72.178608,48.98490334,53.22430125
2010,BDI,Education,Female,Core,76.28163122,55.33055,53.65704505
2011,BDI,Education,Female,Core,78.7554076,56.192675,54.03485937
2012,BDI,Education,Female,Core,81.61840899,57.181175,54.38365285
2013,BDI,Education,Female,Core,86.67099676,58.985435,54.94782302
2014,BDI,Education,Female,Core,93.97348756,61.57782,55.5167136
2015,BDI,Education,Female,Core,100,63.52506,52.87497112
2016,BDI,Education,Female,Core,100,65.51991,51.41144565
2009,BDI,Education,Male,Core,77.98336321,50.74618053,53.22430125
2010,BDI,Education,Male,Core,83.75076889,57.33224,53.65704505
2011,BDI,Education,Male,Core,85.8906342,58.16124,54.03485937
2012,BDI,Education,Male,Core,86.80576518,58.663455,54.38365285
2013,BDI,Education,Male,Core,89.43104232,59.830855,54.94782302
2014,BDI,Education,Male,Core,94.63489674,61.829535,55.5167136
2015,BDI,Education,Male,Core,100,62.870545,52.87497112
2016,BDI,Education,Male,Core,100,64.255905,51.41144565
2006,BEL,Education,All,Core,86.20048113,86.20048113,100
2007,BEL,Education,All,Core,88.26246949,88.26246949,100
2008,BEL,Education,All,Core,89.61355904,89.61355904,100
2009,BEL,Education,All,Core,89.69155596,89.69155596,100
2010,BEL,Education,All,Core,90.65846849,90.65846849,100
2011,BEL,Education,All,Core,90.81137777,90.81137777,100
2012,BEL,Education,All,Core,91.85708588,91.85708588,100
2013,BEL,Education,All,Core,92.22834794,92.22834794,100
2014,BEL,Education,All,Core,92.18167566,92.18167566,100
2015,BEL,Education,All,Core,92.85964542,92.85964542,100
2016,BEL,Education,All,Core,92.85964542,92.85964542,100
2006,BEL,Education,Female,Core,85.58291304,85.58291304,100
2007,BEL,Education,Female,Core,87.87212739,87.87212739,100
2008,BEL,Education,Female,Core,89.25633688,89.25633688,100
2009,BEL,Education,Female,Core,89.23234122,89.23234122,100
2010,BEL,Education,Female,Core,91.34972722,91.34972722,100
2011,BEL,Education,Female,Core,91.5057499,91.5057499,100
2012,BEL,Education,Female,Core,92.33639909,92.33639909,100
2013,BEL,Education,Female,Core,92.75384925,92.75384925,100
2014,BEL,Education,Female,Core,92.44013713,92.44013713,100
2015,BEL,Education,Female,Core,93.03124771,93.03124771,100
2016,BEL,Education,Female,Core,93.03124771,93.03124771,100
2006,BEL,Education,Male,Core,86.7930877,86.7930877,100
2007,BEL,Education,Male,Core,88.63944097,88.63944097,100
2008,BEL,Education,Male,Core,89.95913244,89.95913244,100
2009,BEL,Education,Male,Core,90.13385695,90.13385695,100
2010,BEL,Education,Male,Core,89.9992814,89.9992814,100
2011,BEL,Education,Male,Core,90.15003959,90.15003959,100
2012,BEL,Education,Male,Core,91.399442,91.399442,100
2013,BEL,Education,Male,Core,91.72603411,91.72603411,100
2014,BEL,Education,Male,Core,91.93394424,91.93394424,100
2015,BEL,Education,Male,Core,92.69556424,92.69556424,100
2016,BEL,Education,Male,Core,92.69556424,92.69556424,100
2006,BEL,Education,All,HiY,81.33432855,78.73223844,96.71063377
2007,BEL,Education,All,HiY,81.33432855,78.73223844,96.71063377
2008,BEL,Education,All,HiY,81.33432855,78.73223844,96.71063377
2009,BEL,Education,All,HiY,80.99240188,78.40410228,96.69527543
2010,BEL,Education,All,HiY,84.96283124,82.37453165,96.69527543
2011,BEL,Education,All,HiY,84.88116179,82.29286219,96.69527543
2012,BEL,Education,All,HiY,85.03261809,82.50708554,96.75452611
2013,BEL,Education,All,HiY,85.32289771,82.79736516,96.75452611
2014,BEL,Education,All,HiY,85.4160381,82.89050556,96.75452611
2015,BEL,Education,All,HiY,83.764268,81.37532815,96.80931616
2016,BEL,Education,All,HiY,83.764268,81.37532815,96.80931616
2006,BEL,Education,Female,HiY,82.51996383,79.79339236,96.71063377
2007,BEL,Education,Female,HiY,82.51996383,79.79339236,96.71063377
2008,BEL,Education,Female,HiY,82.51996383,79.79339236,96.71063377
2009,BEL,Education,Female,HiY,80.25783185,77.66815334,96.69527543
2010,BEL,Education,Female,HiY,85.38566401,82.7959855,96.69527543
2011,BEL,Education,Female,HiY,85.28260442,82.69292592,96.69527543
2012,BEL,Education,Female,HiY,85.57586301,83.04829905,96.75452611
2013,BEL,Education,Female,HiY,85.92532821,83.39776425,96.75452611
2014,BEL,Education,Female,HiY,85.98278166,83.4552177,96.75452611
2015,BEL,Education,Female,HiY,83.84085196,81.47185483,96.80931616
2016,BEL,Education,Female,HiY,83.84085196,81.47185483,96.80931616
2006,BEL,Education,Male,HiY,80.84833886,78.32137207,96.71063377
2007,BEL,Education,Male,HiY,80.84833886,78.32137207,96.71063377
2008,BEL,Education,Male,HiY,80.84833886,78.32137207,96.71063377
2009,BEL,Education,Male,HiY,80.98806641,78.44179571,96.69527543
2010,BEL,Education,Male,HiY,83.85000864,81.30373793,96.69527543
2011,BEL,Education,Male,HiY,83.78871258,81.24244187,96.69527543
2012,BEL,Education,Male,HiY,84.42409627,81.91258677,96.75452611
2013,BEL,Education,Male,HiY,84.65751284,82.14600334,96.75452611
2014,BEL,Education,Male,HiY,84.78502096,82.27351146,96.75452611
2015,BEL,Education,Male,HiY,83.71526702,81.30138801,96.80931616
2016,BEL,Education,Male,HiY,83.71526702,81.30138801,96.80931616
2006,BEN,Education,All,Core,56.46313788,51.65877533,83.49690992
2007,BEN,Education,All,Core,56.46313788,51.65877533,83.49690992
2008,BEN,Education,All,Core,57.85958356,53.13449478,83.60172351
2009,BEN,Education,All,Core,60.73501174,55.97893524,83.59137604
2010,BEN,Education,All,Core,61.56078339,56.78423546,83.57653931
2011,BEN,Education,All,Core,61.50116221,56.72739546,83.57895705
2013,BEN,Education,All,Core,78.24306661,69.46717,85.65664794
2014,BEN,Education,All,Core,78.53657425,69.89428,85.7968496
2015,BEN,Education,All,Core,80.37365029,71.47067,86.19282367
2016,BEN,Education,All,Core,80.37365029,71.47067,86.19282367
2006,BEN,Education,Female,Core,46.97609945,43.77888393,83.49690992
2007,BEN,Education,Female,Core,46.97609945,43.77888393,83.49690992
2008,BEN,Education,Female,Core,49.34480726,46.21001339,83.60172351
2009,BEN,Education,Female,Core,52.48610972,49.31906033,83.59137604
2010,BEN,Education,Female,Core,52.48610972,49.31906033,83.59137604
2011,BEN,Education,Female,Core,54.00745425,50.81762505,83.57895705
2013,BEN,Education,Female,Core,69.88793829,62.61547,85.61778017
2014,BEN,Education,Female,Core,69.88793829,62.61547,85.61778017
2015,BEN,Education,Female,Core,72.50073569,64.71372,86.01375423
2016,BEN,Education,Female,Core,72.50073569,64.71372,86.01375423
2006,BEN,Education,Male,Core,66.01425002,59.58155441,83.49690992
2007,BEN,Education,Male,Core,66.01425002,59.58155441,83.49690992
2008,BEN,Education,Male,Core,66.41962592,60.08319092,83.60172351
2009,BEN,Education,Male,Core,68.66466746,62.65719986,83.59137604
2010,BEN,Education,Male,Core,68.66466746,62.65719986,83.59137604
2011,BEN,Education,Male,Core,68.66466746,62.61259967,83.57895705
2013,BEN,Education,Male,Core,85.44811447,75.461185,85.61778017
2014,BEN,Education,Male,Core,85.44811447,75.461185,85.61778017
2015,BEN,Education,Male,Core,86.52039726,76.52267,86.01375423
2016,BEN,Education,Male,Core,86.52039726,76.52267,86.01375423
2006,BFA,Education,All,Core,36.13246029,30.91692543,77.38532765
2007,BFA,Education,All,Core,39.21689812,33.93443489,78.03852256
2008,BFA,Education,All,Core,43.43393525,37.87689972,79.05015843
2009,BFA,Education,All,Core,45.77891118,39.83214092,79.02374021
2010,BFA,Education,All,Core,44.21508476,38.346515,79.56126185
2011,BFA,Education,All,Core,47.81336855,41.67579,80.36055695
2012,BFA,Education,All,Core,49.0600061,42.90956,81.09437967
2013,BFA,Education,All,Core,50.70251609,44.317055,81.67108774
2014,BFA,Education,All,Core,51.35338768,44.982915,81.70710713
2015,BFA,Education,All,Core,55.68460881,48.246955,82.12712819
2016,BFA,Education,All,Core,59.48430579,51.97889,82.71110033
2006,BFA,Education,Female,Core,31.71954362,27.33579445,77.38532765
2007,BFA,Education,Female,Core,34.85421517,30.37924957,78.03852256
2008,BFA,Education,Female,Core,39.23073973,34.47072935,79.05015843
2009,BFA,Education,Female,Core,41.76789041,36.64902067,79.02374021
2010,BFA,Education,Female,Core,41.21770523,36.038665,79.56126185
2011,BFA,Education,Female,Core,45.08233287,39.583735,80.36055695
2012,BFA,Education,Female,Core,46.75208214,41.141285,81.09437967
2013,BFA,Education,Female,Core,48.90386196,42.933925,81.67108774
2014,BFA,Education,Female,Core,49.54010861,43.58491,81.70710713
2015,BFA,Education,Female,Core,54.60289259,47.33482,82.12712819
2016,BFA,Education,Female,Core,58.84995469,51.37728,82.71110033
2006,BFA,Education,Male,Core,40.40975726,34.38728952,77.38532765
2007,BFA,Education,Male,Core,43.44521008,37.37917089,78.03852256
2008,BFA,Education,Male,Core,47.50677414,41.17641068,79.05015843
2009,BFA,Education,Male,Core,49.6645177,42.91495132,79.02374021
2010,BFA,Education,Male,Core,47.11303074,40.577175,79.56126185
2011,BFA,Education,Male,Core,50.45151114,43.69622,80.36055695
2012,BFA,Education,Male,Core,51.28859327,44.61664,81.09437967
2013,BFA,Education,Male,Core,52.43858893,45.65179,81.67108774
2014,BFA,Education,Male,Core,53.10360516,46.332035,81.70710713
2015,BFA,Education,Male,Core,56.72773782,49.126575,82.12712819
2016,BFA,Education,Male,Core,60.09635475,52.559395,82.71110033
2006,BGD,Education,All,Core,77.55835169,69.55779457,86.53547133
2007,BGD,Education,All,Core,77.48423183,69.96092033,87.3142922
2008,BGD,Education,All,Core,75.82316691,68.45361519,87.47309686
2009,BGD,Education,All,Core,76.00303704,69.36454292,88.60612665
2010,BGD,Education,All,Core,76.88681489,70.47318539,89.12803167
2011,BGD,Education,All,Core,76.2200736,70.29256039,89.71968479
2012,BGD,Education,All,Core,77.22756176,71.43048539,90.28539791
2013,BGD,Education,All,Core,79.58684309,73.64567039,90.77348848
2014,BGD,Education,All,Core,79.58684309,73.64567039,90.77348848
2015,BGD,Education,All,Core,81.6132803,75.96135539,91.74241828
2016,BGD,Education,All,Core,84.65468202,78.88871039,92.26335713
2006,BGD,Education,Female,Core,80.06590302,71.82950974,86.53547133
2007,BGD,Education,Female,Core,79.92864212,72.19874954,87.3142922
2008,BGD,Education,Female,Core,77.2368342,69.66651535,87.47309686
2009,BGD,Education,Female,Core,79.26106476,72.34676159,88.60612665
2010,BGD,Education,Female,Core,81.20800699,74.42027877,89.12803167
2011,BGD,Education,Female,Core,80.99096908,74.61725377,89.71968479
2012,BGD,Education,Female,Core,81.92031608,75.71677377,90.28539791
2013,BGD,Education,Female,Core,83.54448485,77.35291877,90.77348848
