year,country_code,metric_code,group,standard,score_wrt_immediate_duty,score_wrt_global_best,average_immediate_duty_wrt_global_best
2009,CYP,Education,Male,Core,95.99695944,95.99695944,100
2010,CYP,Education,Male,Core,91.8927974,91.8927974,100
2011,CYP,Education,Male,Core,92.74069161,92.74069161,100
2012,CYP,Education,Male,Core,91.59139813,91.59139813,100
2013,CYP,Education,Male,Core,91.07774719,91.07774719,100
2014,CYP,Education,Male,Core,90.95479854,90.95479854,100
2015,CYP,Education,Male,Core,92.63374306,92.63374306,100
2016,CYP,Education,Male,Core,92.63374306,92.63374306,100
2015,CYP,Education,All,HiY,68.26340881,66.41894201,95.53937876
2016,CYP,Education,All,HiY,68.26340881,66.41894201,95.53937876
2015,CYP,Education,Female,HiY,70.55865844,68.54229734,95.53937876
2016,CYP,Education,Female,HiY,70.55865844,68.54229734,95.53937876
2015,CYP,Education,Male,HiY,65.98163565,64.30212581,95.53937876
2016,CYP,Education,Male,HiY,65.98163565,64.30212581,95.53937876
2006,DMA,Education,All,Core,84.25379655,82.48908971,97.80625936
2007,DMA,Education,All,Core,79.83959249,78.07488565,97.80625936
2008,DMA,Education,All,Core,79.92167891,78.15697207,97.80625936
2009,DMA,Education,All,Core,86.84941726,85.37444968,98.14571202
2010,DMA,Education,All,Core,88.69078418,87.15640783,98.15638139
2011,DMA,Education,All,Core,88.07145996,86.54542783,98.13870588
2012,DMA,Education,All,Core,88.07145996,86.54542783,98.13870588
2013,DMA,Education,All,Core,88.07145996,86.54542783,98.13870588
2014,DMA,Education,All,Core,88.07145996,86.54542783,98.13870588
2015,DMA,Education,All,Core,91.9587758,90.23807783,98.08305105
2016,DMA,Education,All,Core,96.51335916,94.71663068,98.14323501
2006,DMA,Education,Female,Core,89.52050988,87.61195883,97.80625936
2007,DMA,Education,Female,Core,82.98233458,81.07378354,97.80625936
2008,DMA,Education,Female,Core,82.97389096,81.06533992,97.80625936
2009,DMA,Education,Female,Core,92.28616087,90.67024395,98.14571202
2010,DMA,Education,Female,Core,92.19321069,90.59001887,98.15638139
2011,DMA,Education,Female,Core,91.05492235,89.47873387,98.13870588
2012,DMA,Education,Female,Core,91.05492235,89.47873387,98.13870588
2013,DMA,Education,Female,Core,91.05492235,89.47873387,98.13870588
2014,DMA,Education,Female,Core,91.05492235,89.47873387,98.13870588
2015,DMA,Education,Female,Core,94.02765368,92.29036387,98.08305105
2016,DMA,Education,Female,Core,98.8990894,97.2009044,98.14323501
2006,DMA,Education,Male,Core,79.36826054,77.73590259,97.80625936
2007,DMA,Education,Male,Core,76.95539057,75.32303263,97.80625936
2008,DMA,Education,Male,Core,77.12752738,75.49516944,97.80625936
2009,DMA,Education,Male,Core,81.74456401,80.40035103,98.14571202
2010,DMA,Education,Male,Core,85.36041406,83.89061056,98.15638139
2011,DMA,Education,Male,Core,85.20950804,83.73123056,98.13870588
2012,DMA,Education,Male,Core,85.20950804,83.73123056,98.13870588
2013,DMA,Education,Male,Core,85.20950804,83.73123056,98.13870588
2014,DMA,Education,Male,Core,85.20950804,83.73123056,98.13870588
2015,DMA,Education,Male,Core,89.95524703,88.25082056,98.08305105
2016,DMA,Education,Male,Core,94.03503982,92.3029179,98.14323501
2006,DNK,Education,All,Core,86.20858756,86.20858756,100
2007,DNK,Education,All,Core,87.15603731,87.15603731,100
2008,DNK,Education,All,Core,86.16099739,86.16099739,100
2009,DNK,Education,All,Core,86.63364756,86.63364756,100
2010,DNK,Education,All,Core,86.33500069,86.33500069,100
2011,DNK,Education,All,Core,89.84688062,89.84688062,100
2012,DNK,Education,All,Core,90.2765629,90.2765629,100
2013,DNK,Education,All,Core,91.04465325,91.04465325,100
2014,DNK,Education,All,Core,89.99437342,89.99437342,100
2015,DNK,Education,All,Core,90.61857847,90.61857847,100
2016,DNK,Education,All,Core,91.56494795,91.56494795,100
2006,DNK,Education,Female,Core,88.73639175,88.73639175,100
2007,DNK,Education,Female,Core,89.77654691,89.77654691,100
2008,DNK,Education,Female,Core,89.56822154,89.56822154,100
2009,DNK,Education,Female,Core,89.81481367,89.81481367,100
2010,DNK,Education,Female,Core,89.2113214,89.2113214,100
2011,DNK,Education,Female,Core,91.84869058,91.84869058,100
2012,DNK,Education,Female,Core,92.14092121,92.14092121,100
2013,DNK,Education,Female,Core,92.83586794,92.83586794,100
2014,DNK,Education,Female,Core,91.87617453,91.87617453,100
2015,DNK,Education,Female,Core,92.33652893,92.33652893,100
2016,DNK,Education,Female,Core,93.45215529,93.45215529,100
2006,DNK,Education,Male,Core,83.85762243,83.85762243,100
2007,DNK,Education,Male,Core,84.71891184,84.71891184,100
2008,DNK,Education,Male,Core,83.02317916,83.02317916,100
2009,DNK,Education,Male,Core,83.69805717,83.69805717,100
2010,DNK,Education,Male,Core,83.67315537,83.67315537,100
2011,DNK,Education,Male,Core,87.96513618,87.96513618,100
2012,DNK,Education,Male,Core,88.52115286,88.52115286,100
2013,DNK,Education,Male,Core,89.35611946,89.35611946,100
2014,DNK,Education,Male,Core,88.22357028,88.22357028,100
2015,DNK,Education,Male,Core,89.00297859,89.00297859,100
2016,DNK,Education,Male,Core,89.79237483,89.79237483,100
2006,DNK,Education,All,HiY,80.79135104,78.67013076,97.13472512
2007,DNK,Education,All,HiY,80.69076579,78.5695455,97.13472512
2008,DNK,Education,All,HiY,80.77352656,78.65230628,97.13472512
2009,DNK,Education,All,HiY,80.57866313,78.33994128,96.94002938
2010,DNK,Education,All,HiY,80.68899476,78.45027291,96.94002938
2011,DNK,Education,All,HiY,81.29536898,79.05664713,96.94002938
2012,DNK,Education,All,HiY,80.83813085,78.64541218,97.00983641
2013,DNK,Education,All,HiY,80.75592456,78.56320589,97.00983641
2014,DNK,Education,All,HiY,80.32166819,78.12894952,97.00983641
2015,DNK,Education,All,HiY,81.72187446,79.51062298,97.08794424
2016,DNK,Education,All,HiY,81.98153119,79.77027971,97.08794424
2006,DNK,Education,Female,HiY,82.28502594,80.15020094,97.13472512
2007,DNK,Education,Female,HiY,82.16852337,80.03369837,97.13472512
2008,DNK,Education,Female,HiY,82.30288126,80.16805627,97.13472512
2009,DNK,Education,Female,HiY,81.65824218,79.419119,96.94002938
2010,DNK,Education,Female,HiY,81.64404331,79.40492012,96.94002938
2011,DNK,Education,Female,HiY,82.28913528,80.0500121,96.94002938
2012,DNK,Education,Female,HiY,81.77969425,79.58880439,97.00983641
2013,DNK,Education,Female,HiY,81.86375324,79.67286338,97.00983641
2014,DNK,Education,Female,HiY,81.57925597,79.38836611,97.00983641
2015,DNK,Education,Female,HiY,83.74070164,81.48141766,97.08794424
2016,DNK,Education,Female,HiY,83.9755313,81.71624733,97.08794424
2006,DNK,Education,Male,HiY,79.04022419,76.9567568,97.13472512
2007,DNK,Education,Male,HiY,78.95170579,76.8682384,97.13472512
2008,DNK,Education,Male,HiY,78.98350332,76.90003594,97.13472512
2009,DNK,Education,Male,HiY,79.63260239,77.38957574,96.94002938
2010,DNK,Education,Male,HiY,79.86023139,77.61720473,96.94002938
2011,DNK,Education,Male,HiY,80.43060377,78.18757712,96.94002938
2012,DNK,Education,Male,HiY,79.93536986,77.73047779,97.00983641
2013,DNK,Education,Male,HiY,79.69879806,77.49390599,97.00983641
2014,DNK,Education,Male,HiY,79.12646409,76.92157201,97.00983641
2015,DNK,Education,Male,HiY,80.02972097,77.84309585,97.08794424
2016,DNK,Education,Male,HiY,80.31138504,78.12475992,97.08794424
2006,DOM,Education,All,Core,61.07955935,59.86689499,97.78189415
2007,DOM,Education,All,Core,70.29576824,69.14794177,98.17657724
2008,DOM,Education,All,Core,66.16401783,65.07643615,98.22633575
2009,DOM,Education,All,Core,77.16237906,76.00600805,98.21491297
2010,DOM,Education,All,Core,73.79163408,72.763808,98.39502693
2011,DOM,Education,All,Core,72.60884357,71.61652414,98.44122473
2012,DOM,Education,All,Core,71.06771177,70.08622836,98.47715295
2013,DOM,Education,All,Core,70.54772816,69.59847809,98.56449978
2014,DOM,Education,All,Core,68.49996758,67.6331035,98.70987102
2015,DOM,Education,All,Core,71.27288958,70.48573607,98.83516123
2016,DOM,Education,All,Core,70.17961546,69.46325469,98.94620642
2006,DOM,Education,Female,Core,65.21171739,63.87682294,97.78189415
2007,DOM,Education,Female,Core,74.28147933,73.01566186,98.17657724
2008,DOM,Education,Female,Core,69.90173889,68.70550659,98.22633575
2009,DOM,Education,Female,Core,75.2033974,73.97388389,98.21491297
2010,DOM,Education,Female,Core,73.53527555,72.43357648,98.39502693
2011,DOM,Education,Female,Core,73.7834694,72.71829773,98.44122473
2012,DOM,Education,Female,Core,72.43449749,71.3827033,98.47715295
2013,DOM,Education,Female,Core,72.25827749,71.24302565,98.56449978
2014,DOM,Education,Female,Core,70.31881922,69.39393533,98.70987102
2015,DOM,Education,Female,Core,73.1165081,72.27633511,98.83516123
2016,DOM,Education,Female,Core,72.44520256,71.68301942,98.94620642
2006,DOM,Education,Male,Core,57.07668705,55.9837815,97.78189415
2007,DOM,Education,Male,Core,66.41853603,65.38592,98.17657724
2008,DOM,Education,Male,Core,62.53007424,61.54848132,98.22633575
2009,DOM,Education,Male,Core,79.23009247,78.14501845,98.21491297
2010,DOM,Education,Male,Core,74.10535667,73.14950694,98.39502693
2011,DOM,Education,Male,Core,71.47251778,70.55116764,98.44122473
2012,DOM,Education,Male,Core,69.73944354,68.82648678,98.47715295
2013,DOM,Education,Male,Core,68.87957038,67.99466709,98.56449978
2014,DOM,Education,Male,Core,66.72545402,65.91515646,98.70987102
2015,DOM,Education,Male,Core,69.47447083,68.7389963,98.83516123
2016,DOM,Education,Male,Core,67.97350213,67.30178174,98.94620642
2015,DOM,Education,All,HiY,37.0378339,35.54588152,87.33834042
2016,DOM,Education,All,HiY,37.23936117,35.81820152,87.44938561
2015,DOM,Education,Female,HiY,39.45561444,37.91544353,87.33834042
2016,DOM,Education,Female,HiY,39.55547459,38.09329353,87.44938561
2015,DOM,Education,Male,HiY,34.11694955,32.83556865,87.33834042
2016,DOM,Education,Male,HiY,34.41868541,33.20105865,87.44938561
2006,ECU,Education,All,Core,77.98619264,76.68488076,97.71848469
2007,ECU,Education,All,Core,78.74748109,77.41668059,97.73410068
2008,ECU,Education,All,Core,78.74748109,77.41668059,97.73410068
2009,ECU,Education,All,Core,76.64575363,75.31495313,97.73410068
2010,ECU,Education,All,Core,84.971316,83.36717435,97.89917316
2011,ECU,Education,All,Core,86.39056397,84.87507663,98.07864591
2012,ECU,Education,All,Core,87.5903867,86.10717288,98.19051566
2013,ECU,Education,All,Core,88.59298116,87.13645424,98.28094307
2014,ECU,Education,All,Core,90.8696815,89.44416809,98.33979575
2015,ECU,Education,All,Core,92.03769643,90.53636326,98.30210696
2016,ECU,Education,All,Core,93.28779467,91.67717614,98.21802905
2006,ECU,Education,Female,Core,77.95230279,76.6344172,97.71848469
2007,ECU,Education,Female,Core,78.69825805,77.35558762,97.73410068
2008,ECU,Education,Female,Core,78.69825805,77.35558762,97.73410068
2009,ECU,Education,Female,Core,78.2115048,76.86883437,97.73410068
2010,ECU,Education,Female,Core,86.90402297,85.25697766,97.89917316
2011,ECU,Education,Female,Core,87.90872433,86.36377766,98.07864591
2012,ECU,Education,Female,Core,89.4338443,87.92365766,98.19051566
2013,ECU,Education,Female,Core,90.61275479,89.13091803,98.28094307
2014,ECU,Education,Female,Core,92.32227202,90.88384544,98.33979575
2015,ECU,Education,Female,Core,93.45499259,91.94133881,98.30210696
2016,ECU,Education,Female,Core,94.83997058,93.21056687,98.21802905
2006,ECU,Education,Male,Core,76.05740985,74.77212342,97.71848469
2007,ECU,Education,Male,Core,77.00261254,75.68328866,97.73410068
2008,ECU,Education,Male,Core,77.00261254,75.68328866,97.73410068
2009,ECU,Education,Male,Core,75.15405099,73.83472711,97.73410068
2010,ECU,Education,Male,Core,83.11635045,81.55364646,97.89917316
2011,ECU,Education,Male,Core,84.62164333,83.13459646,98.07864591
2012,ECU,Education,Male,Core,86.18857255,84.73140146,98.19051566
2013,ECU,Education,Male,Core,86.66739869,85.23530376,98.28094307
2014,ECU,Education,Male,Core,89.48561335,88.07255925,98.33979575
2015,ECU,Education,Male,Core,90.68842948,89.19897613,98.30210696
2016,ECU,Education,Male,Core,91.80862497,90.21610535,98.21802905
2014,EGY,Education,All,Core,87.79880509,86.20651964,98.06471772
2015,EGY,Education,All,Core,87.79880509,86.20651964,98.06471772
2016,EGY,Education,All,Core,90.84622236,89.31667274,98.19103876
2014,EGY,Education,Female,Core,88.50496802,86.90107927,98.06471772
2015,EGY,Education,Female,Core,88.50496802,86.90107927,98.06471772
2016,EGY,Education,Female,Core,91.47180404,89.94011273,98.19103876
2014,EGY,Education,Male,Core,87.13326728,85.55199688,98.06471772
2015,EGY,Education,Male,Core,87.13326728,85.55199688,98.06471772
2016,EGY,Education,Male,Core,90.26003014,88.73250772,98.19103876
2006,ERI,Education,All,Core,44.85571104,38.007514,81.83497576
2007,ERI,Education,All,Core,43.13199147,36.02756596,81.68730999
2008,ERI,Education,All,Core,44.33582783,35.06841946,78.8797304
2009,ERI,Education,All,Core,44.03718214,34.47130585,79.36544408
2010,ERI,Education,All,Core,48.29915747,37.27814,79.44266357
2011,ERI,Education,All,Core,48.71956596,38.74063,80.933347
2012,ERI,Education,All,Core,48.71956596,38.74063,80.933347
2013,ERI,Education,All,Core,48.71956596,38.74063,80.933347
2014,ERI,Education,All,Core,48.71956596,38.74063,80.933347
2015,ERI,Education,All,Core,48.71956596,38.74063,80.933347
2016,ERI,Education,All,Core,48.71956596,38.74063,80.933347
2006,ERI,Education,Female,Core,39.78044151,34.17551041,81.83497576
2007,ERI,Education,Female,Core,38.85383844,32.81787872,81.68730999
2008,ERI,Education,Female,Core,39.55988099,31.70739555,78.8797304
2009,ERI,Education,Female,Core,39.44868535,31.24530602,79.36544408
2010,ERI,Education,Female,Core,43.54793274,33.903085,79.44266357
2011,ERI,Education,Female,Core,44.38789383,35.46994,80.933347
2012,ERI,Education,Female,Core,44.38789383,35.46994,80.933347
2013,ERI,Education,Female,Core,44.38789383,35.46994,80.933347
2014,ERI,Education,Female,Core,44.38789383,35.46994,80.933347
2015,ERI,Education,Female,Core,44.38789383,35.46994,80.933347
2016,ERI,Education,Female,Core,44.38789383,35.46994,80.933347
2006,ERI,Education,Male,Core,49.81644615,41.74849033,81.83497576
2007,ERI,Education,Male,Core,47.30980867,39.15783596,81.68730999
2008,ERI,Education,Male,Core,48.99628149,38.34298515,78.8797304
2009,ERI,Education,Male,Core,48.51008108,37.611269,79.36544408
2010,ERI,Education,Male,Core,52.96266196,40.58429,79.44266357
2011,ERI,Education,Male,Core,52.95533454,41.93318,80.933347
2012,ERI,Education,Male,Core,52.95533454,41.93318,80.933347
2013,ERI,Education,Male,Core,52.95533454,41.93318,80.933347
2014,ERI,Education,Male,Core,52.95533454,41.93318,80.933347
2015,ERI,Education,Male,Core,52.95533454,41.93318,80.933347
2016,ERI,Education,Male,Core,52.95533454,41.93318,80.933347
2006,ESP,Education,All,Core,95.82085511,95.82085511,100
2007,ESP,Education,All,Core,95.9585554,95.9585554,100
2008,ESP,Education,All,Core,96.04446328,96.04446328,100
2009,ESP,Education,All,Core,96.14218928,96.14218928,100
2010,ESP,Education,All,Core,96.46422504,96.46422504,100
2011,ESP,Education,All,Core,96.67716112,96.67716112,100
2012,ESP,Education,All,Core,97.10471609,97.10471609,100
2013,ESP,Education,All,Core,96.41442644,96.41442644,100
2014,ESP,Education,All,Core,95.37590872,95.37590872,100
2015,ESP,Education,All,Core,95.98847258,95.98847258,100
2016,ESP,Education,All,Core,95.26097521,95.26097521,100
2006,ESP,Education,Female,Core,96.50367848,96.50367848,100
2007,ESP,Education,Female,Core,96.81165193,96.81165193,100
2008,ESP,Education,Female,Core,97.07718968,97.07718968,100
2009,ESP,Education,Female,Core,97.35435431,97.35435431,100
2010,ESP,Education,Female,Core,97.50990259,97.50990259,100
2011,ESP,Education,Female,Core,97.3931105,97.3931105,100
2012,ESP,Education,Female,Core,97.83581854,97.83581854,100
2013,ESP,Education,Female,Core,97.20153791,97.20153791,100
2014,ESP,Education,Female,Core,96.07679229,96.07679229,100
2015,ESP,Education,Female,Core,96.65953684,96.65953684,100
2016,ESP,Education,Female,Core,95.86795027,95.86795027,100
2006,ESP,Education,Male,Core,95.17951695,95.17951695,100
2007,ESP,Education,Male,Core,95.15432781,95.15432781,100
2008,ESP,Education,Male,Core,95.07063377,95.07063377,100
2009,ESP,Education,Male,Core,95.00035555,95.00035555,100
2010,ESP,Education,Male,Core,95.47936164,95.47936164,100
2011,ESP,Education,Male,Core,96.00149297,96.00149297,100
2012,ESP,Education,Male,Core,96.41518109,96.41518109,100
2013,ESP,Education,Male,Core,95.67278782,95.67278782,100
2014,ESP,Education,Male,Core,94.71486564,94.71486564,100
2015,ESP,Education,Male,Core,95.35563641,95.35563641,100
2016,ESP,Education,Male,Core,94.68855972,94.68855972,100
2006,ESP,Education,All,HiY,77.83103431,75.2685165,95.99015677
2007,ESP,Education,All,HiY,77.77416096,75.21164316,95.99015677
2008,ESP,Education,All,HiY,77.90175387,75.33923607,95.99015677
2009,ESP,Education,All,HiY,80.77891963,77.94558016,95.85068409
2010,ESP,Education,All,HiY,81.28241758,78.44907812,95.85068409
2011,ESP,Education,All,HiY,81.37899373,78.54565426,95.85068409
2012,ESP,Education,All,HiY,82.96670032,79.86736431,95.6267462
2013,ESP,Education,All,HiY,83.25830582,80.1589698,95.6267462
2014,ESP,Education,All,HiY,83.2976536,80.19831758,95.6267462
2015,ESP,Education,All,HiY,83.82828811,80.82286227,95.8003324
2016,ESP,Education,All,HiY,83.8711951,80.86576927,95.8003324
2006,ESP,Education,Female,HiY,79.62260108,77.0223517,95.99015677
2007,ESP,Education,Female,HiY,79.51281304,76.91256366,95.99015677
2008,ESP,Education,Female,HiY,79.6097088,77.00945942,95.99015677
2009,ESP,Education,Female,HiY,81.56378944,78.75749502,95.85068409
2010,ESP,Education,Female,HiY,81.8589524,79.05265797,95.85068409
2011,ESP,Education,Female,HiY,81.73291855,78.92662413,95.85068409
2012,ESP,Education,Female,HiY,84.22614697,81.0609351,95.6267462
2013,ESP,Education,Female,HiY,84.50933478,81.3441229,95.6267462
2014,ESP,Education,Female,HiY,84.54886949,81.38365762,95.6267462
2015,ESP,Education,Female,HiY,84.32591139,81.32408217,95.8003324
2016,ESP,Education,Female,HiY,84.46607456,81.46424533,95.8003324
2006,ESP,Education,Male,HiY,76.22249209,73.68753366,95.99015677
2007,ESP,Education,Male,HiY,76.21522317,73.68026473,95.99015677
2008,ESP,Education,Male,HiY,76.37176883,73.8368104,95.99015677
2009,ESP,Education,Male,HiY,79.72827433,76.88969685,95.85068409
2010,ESP,Education,Male,HiY,80.42784637,77.58926888,95.85068409
2011,ESP,Education,Male,HiY,80.73382999,77.8952525,95.85068409
2012,ESP,Education,Male,HiY,82.13657843,79.05016338,95.6267462
2013,ESP,Education,Male,HiY,82.435989,79.34957395,95.6267462
2014,ESP,Education,Male,HiY,82.47527437,79.38885932,95.6267462
2015,ESP,Education,Male,HiY,83.34112107,80.33294691,95.8003324
2016,ESP,Education,Male,HiY,83.29306634,80.28489218,95.8003324
2006,EST,Education,All,Core,90.23092708,90.09330623,99.8536936
2007,EST,Education,All,Core,91.13055958,91.07565791,99.94096692
2008,EST,Education,All,Core,90.06632824,89.9588216,99.88328275
2009,EST,Education,All,Core,90.08061124,89.79875326,99.69298286
2010,EST,Education,All,Core,94.32888076,94.07716267,99.72476867
2011,EST,Education,All,Core,95.24994319,95.0834837,99.81840361
2012,EST,Education,All,Core,95.07195402,94.95418286,99.87124395
2013,EST,Education,All,Core,93.25757738,93.16230598,99.89662137
2014,EST,Education,All,Core,87.02416777,86.95972702,99.93042945
2015,EST,Education,All,Core,86.60545158,86.55608416,99.94735243
2016,EST,Education,All,Core,86.60545158,86.55608416,99.94735243
2006,EST,Education,Female,Core,91.37843925,91.23786782,99.8536936
2007,EST,Education,Female,Core,92.52911384,92.47291382,99.94096692
2008,EST,Education,Female,Core,90.81853545,90.70889697,99.88328275
2009,EST,Education,Female,Core,90.07644451,89.79096046,99.69298286
2010,EST,Education,Female,Core,93.97691905,93.72297458,99.72476867
2011,EST,Education,Female,Core,95.62238529,95.4553266,99.81840361
2012,EST,Education,Female,Core,95.52063735,95.40261303,99.87124395
2013,EST,Education,Female,Core,93.42371387,93.32784523,99.89662137
2014,EST,Education,Female,Core,88.01009793,87.94509114,99.93042945
2015,EST,Education,Female,Core,88.03844719,87.98867816,99.94735243
2016,EST,Education,Female,Core,88.03844719,87.98867816,99.94735243
2006,EST,Education,Male,Core,89.15680055,89.02193793,99.8536936
2007,EST,Education,Male,Core,89.81656094,89.76287752,99.94096692
2008,EST,Education,Male,Core,89.35933576,89.253837,99.88328275
2009,EST,Education,Male,Core,90.09180538,89.81337241,99.69298286
2010,EST,Education,Male,Core,94.67038589,94.4207741,99.72476867
2011,EST,Education,Male,Core,94.8979413,94.73204885,99.81840361
2012,EST,Education,Male,Core,94.64826799,94.53073632,99.87124395
2013,EST,Education,Male,Core,93.1011222,93.00641546,99.89662137
2014,EST,Education,Male,Core,86.09595855,86.0320529,99.93042945
2015,EST,Education,Male,Core,85.26757437,85.21858692,99.94735243
2016,EST,Education,Male,Core,85.26757437,85.21858692,99.94735243
2006,EST,Education,All,HiY,90.92202652,85.90551136,94.36514047
2007,EST,Education,All,HiY,90.39106515,85.45726918,94.4524138
2008,EST,Education,All,HiY,89.94460472,84.95820378,94.39472962
2009,EST,Education,All,HiY,90.02718668,84.04996778,93.33648507
2010,EST,Education,All,HiY,89.85299821,83.9059192,93.36827087
2011,EST,Education,All,HiY,89.95680962,84.0949892,93.46190581
2012,EST,Education,All,HiY,91.91843318,86.96299057,94.47584431
2013,EST,Education,All,HiY,92.26306841,87.33012557,94.50122173
2014,EST,Education,All,HiY,92.49744777,87.59533557,94.53502981
2015,EST,Education,All,HiY,91.93035309,87.3516299,94.95229894
2016,EST,Education,All,HiY,91.93035309,87.3516299,94.95229894
2006,EST,Education,Female,HiY,94.68138799,89.38516961,94.36514047
2007,EST,Education,Female,HiY,94.24175382,89.02990686,94.4524138
2008,EST,Education,Female,HiY,93.60885958,88.34357415,94.39472962
2009,EST,Education,Female,HiY,92.72358593,86.52448391,93.33648507
2010,EST,Education,Female,HiY,92.36332133,86.1957589,93.36827087
2011,EST,Education,Female,HiY,92.22765555,86.1469789,93.46190581
2012,EST,Education,Female,HiY,94.263353,89.60577486,94.47584431
2013,EST,Education,Female,HiY,94.79854231,90.16311986,94.50122173
2014,EST,Education,Female,HiY,95.15086547,90.54630486,94.53502981
2015,EST,Education,Female,HiY,93.94500235,89.22948842,94.95229894
2016,EST,Education,Female,HiY,93.94500235,89.22948842,94.95229894
2006,EST,Education,Male,HiY,87.43633292,82.67350632,94.36514047
2007,EST,Education,Male,HiY,86.8161637,82.1345163,94.4524138
2008,EST,Education,Male,HiY,86.54139137,81.80792862,94.39472962
2009,EST,Education,Male,HiY,87.45136285,81.70480687,93.33648507
2010,EST,Education,Male,HiY,87.45232135,81.73458655,93.36827087
2011,EST,Education,Male,HiY,87.78264701,82.14863155,93.46190581
2012,EST,Education,Male,HiY,89.35847369,84.42789869,94.47584431
2013,EST,Education,Male,HiY,89.52301376,84.61526369,94.50122173
2014,EST,Education,Male,HiY,89.64591267,84.76896369,94.53502981
2015,EST,Education,Male,HiY,90.31291265,85.84458309,94.95229894
2016,EST,Education,Male,HiY,90.31291265,85.84458309,94.95229894
2006,ETH,Education,All,Core,89.19735048,40.44172096,47.84188024
2007,ETH,Education,All,Core,90.06362897,43.04402351,50.18043847
2008,ETH,Education,All,Core,91.95021094,45.87354469,51.55683119
2009,ETH,Education,All,Core,91.03531133,45.66026115,52.31722454
2010,ETH,Education,All,Core,89.17148429,44.62359002,53.20754458
2011,ETH,Education,All,Core,90.77282352,46.60450502,53.77465651
2012,ETH,Education,All,Core,91.14049964,47.22453002,54.09940724
2014,ETH,Education,All,Core,68.7466236,58.26624,79.58057709
2015,ETH,Education,All,Core,67.84859812,58.487115,81.26230304
2016,ETH,Education,All,Core,67.84859812,58.487115,81.26230304
2006,ETH,Education,Female,Core,87.01062611,37.36510468,47.84188024
2007,ETH,Education,Female,Core,88.03859036,40.03745651,50.18043847
2008,ETH,Education,Female,Core,89.98543476,42.88333511,51.55683119
2009,ETH,Education,Female,Core,89.44735407,43.00014114,52.31722454
2010,ETH,Education,Female,Core,87.54328201,41.90799521,53.20754458
2011,ETH,Education,Female,Core,89.00373676,43.74223521,53.77465651
2012,ETH,Education,Female,Core,89.40644242,44.38861021,54.09940724
2014,ETH,Education,Female,Core,67.11747071,56.72651,79.58057709
2015,ETH,Education,Female,Core,65.80334714,56.62174,81.26230304
2016,ETH,Education,Female,Core,65.80334714,56.62174,81.26230304
2006,ETH,Education,Male,Core,90.73992207,43.47679615,47.84188024
2007,ETH,Education,Male,Core,91.44470413,46.00788593,50.18043847
2008,ETH,Education,Male,Core,93.27070723,48.81998158,51.55683119
2009,ETH,Education,Male,Core,91.98658173,48.28323841,52.31722454
2010,ETH,Education,Male,Core,90.16225803,47.30096477,53.20754458
2011,ETH,Education,Male,Core,91.90211262,49.42603477,53.77465651
2012,ETH,Education,Male,Core,92.23618934,50.02093477,54.09940724
2014,ETH,Education,Male,Core,70.34343304,59.775415,79.58057709
2015,ETH,Education,Male,Core,69.85317751,60.31534,81.26230304
2016,ETH,Education,Male,Core,69.85317751,60.31534,81.26230304
2006,FIN,Education,All,Core,91.71298385,91.71298385,100
2007,FIN,Education,All,Core,92.20528303,92.20528303,100
2008,FIN,Education,All,Core,92.24455046,92.24455046,100
2009,FIN,Education,All,Core,92.14664368,92.14664368,100
2010,FIN,Education,All,Core,93.02759086,93.02759086,100
2011,FIN,Education,All,Core,93.24240321,93.24240321,100
2012,FIN,Education,All,Core,94.02652736,94.02652736,100
2013,FIN,Education,All,Core,95.00118717,95.00118717,100
2014,FIN,Education,All,Core,95.72538122,95.72538122,100
2015,FIN,Education,All,Core,95.62106857,95.62106857,100
2016,FIN,Education,All,Core,95.83844586,95.83844586,100
2006,FIN,Education,Female,Core,92.23943708,92.23943708,100
2007,FIN,Education,Female,Core,92.74310707,92.74310707,100
2008,FIN,Education,Female,Core,92.4376827,92.4376827,100
2009,FIN,Education,Female,Core,92.40537551,92.40537551,100
2010,FIN,Education,Female,Core,93.33069945,93.33069945,100
2011,FIN,Education,Female,Core,93.39075122,93.39075122,100
2012,FIN,Education,Female,Core,94.15985397,94.15985397,100
2013,FIN,Education,Female,Core,95.32797789,95.32797789,100
2014,FIN,Education,Female,Core,96.27439898,96.27439898,100
2015,FIN,Education,Female,Core,95.96381475,95.96381475,100
2016,FIN,Education,Female,Core,96.27467073,96.27467073,100
2006,FIN,Education,Male,Core,91.20991821,91.20991821,100
2007,FIN,Education,Male,Core,91.69061789,91.69061789,100
2008,FIN,Education,Male,Core,92.0591047,92.0591047,100
2009,FIN,Education,Male,Core,91.8978636,91.8978636,100
2010,FIN,Education,Male,Core,92.73647078,92.73647078,100
2011,FIN,Education,Male,Core,93.09959098,93.09959098,100
2012,FIN,Education,Male,Core,93.89830912,93.89830912,100
2013,FIN,Education,Male,Core,94.68837842,94.68837842,100
2014,FIN,Education,Male,Core,95.20209325,95.20209325,100
2015,FIN,Education,Male,Core,95.29409293,95.29409293,100
2016,FIN,Education,Male,Core,95.42267226,95.42267226,100
2006,FIN,Education,All,HiY,97.57829099,94.9214563,96.71182788
2007,FIN,Education,All,HiY,97.31285258,94.65601788,96.71182788
2008,FIN,Education,All,HiY,96.76702439,94.1101897,96.71182788
2009,FIN,Education,All,HiY,95.16480931,91.8151207,96.56004088
2010,FIN,Education,All,HiY,94.9567119,91.6070233,96.56004088
